datetime,la_temp_mean,la_temp_max,la_temp_min,la_rhum_mean,la_prcp_sum,la_wspd_mean,sf_temp_mean,sf_temp_max,sf_temp_min,sf_rhum_mean,sf_prcp_sum,sf_wspd_mean,sd_temp_mean,sd_temp_max,sd_temp_min,sd_rhum_mean,sd_prcp_sum,sd_wspd_mean,sj_temp_mean,sj_temp_max,sj_temp_min,sj_rhum_mean,sj_prcp_sum,sj_wspd_mean,fresno_temp_mean,fresno_temp_max,fresno_temp_min,fresno_rhum_mean,fresno_prcp_sum,fresno_wspd_mean,load_mw_mean,load_mw_max,load_mw_min,load_mw_std,year,month,day,day_of_week,day_name,day_of_year,is_weekend,target_load_mw_mean
2024-01-11,12.933333333333332,17.9,9.2,52.875,0.0,16.866666666666667,9.554166666666667,13.0,5.4,64.91666666666667,3.5,16.825,14.737499999999999,17.2,13.3,65.83333333333333,3.8,19.545833333333334,9.358333333333333,13.3,3.9,64.79166666666667,2.9,13.325000000000001,8.220833333333333,13.0,3.7,76.29166666666667,6.0,11.616666666666667,22167.050793650793,26755.083333333332,19445.25,2243.700332040378,2024,1,11,3,Thursday,11,0,22167.050793650793
2024-01-12,11.491666666666667,16.8,6.0,32.875,0.0,11.479166666666666,8.116666666666667,12.3,4.6,73.91666666666667,0.0,7.933333333333334,10.7875,16.7,5.0,59.125,0.0,4.875,7.5375000000000005,14.4,2.8,60.416666666666664,0.0,7.6499999999999995,5.295833333333333,11.0,1.0,82.54166666666667,0.0,7.454166666666667,24322.88888888889,27589.083333333332,21283.583333333332,2151.139449585265,2024,1,12,4,Friday,12,0,24322.88888888889
2024-01-13,11.262500000000001,16.7,6.2,55.833333333333336,0.0,9.608333333333333,10.116666666666667,13.2,8.4,81.95833333333333,1.6,10.520833333333334,11.112499999999999,16.7,5.0,65.25,0.0,3.9416666666666664,10.504166666666666,15.0,7.2,68.5,0.9,10.345833333333333,6.0,10.0,3.0,88.04166666666667,0.8,8.65,22555.440972222223,25929.833333333332,19871.416666666668,1823.1211928293353,2024,1,13,5,Saturday,13,1,22555.440972222223
2024-01-14,11.9125,16.7,8.1,73.08333333333333,0.0,9.254166666666666,12.595833333333333,14.5,10.1,87.70833333333333,14.8,12.9375,11.879166666666668,16.1,7.8,77.83333333333333,0.0,3.1916666666666664,13.541666666666666,16.7,12.2,76.08333333333333,6.3,13.275,9.041666666666666,16.0,6.0,87.45833333333333,0.6000000000000001,7.345833333333334,20927.857638888887,24637.25,17045.416666666668,2270.974781325182,2024,1,14,6,Sunday,14,1,20927.857638888887
2024-01-15,12.775,18.4,8.8,76.625,0.0,8.516666666666667,11.204166666666666,14.0,8.9,84.58333333333333,0.0,10.8125,11.6875,16.1,7.2,81.45833333333333,0.0,4.091666666666667,11.720833333333333,16.1,9.4,77.54166666666667,0.0,3.3833333333333333,9.625,15.0,7.0,93.79166666666667,0.0,8.529166666666667,22757.416666666668,26975.833333333332,19635.416666666668,2344.3112736635635,2024,1,15,0,Monday,15,0,22757.416666666668
2024-01-16,13.35,20.2,9.1,79.70833333333333,0.0,7.3,10.895833333333334,13.7,9.0,85.54166666666667,0.8,5.266666666666667,12.833333333333334,17.8,9.4,87.08333333333333,0.0,4.783333333333333,11.458333333333334,16.1,7.2,76.5,0.1,3.5,8.875,12.0,8.0,99.25,0.0,5.9375,23718.3125,27304.083333333332,20275.25,2213.6933952601917,2024,1,16,1,Tuesday,16,0,23718.3125
2024-01-17,14.049999999999999,15.8,10.2,84.41666666666667,0.0,9.137500000000001,12.658333333333333,14.4,11.4,89.5,11.5,8.579166666666667,14.191666666666668,16.1,12.8,81.66666666666667,0.0,6.241666666666667,14.0625,16.7,11.7,78.79166666666667,5.8,8.366666666666667,11.1625,16.0,9.0,93.25,5.7,7.541666666666667,23270.04861111111,26946.166666666668,19767.0,2257.0657318618028,2024,1,17,2,Wednesday,17,0,23270.04861111111
2024-01-18,15.029166666666667,19.4,12.1,77.08333333333333,0.0,8.895833333333334,10.887500000000001,14.6,7.8,87.0,0.0,6.125,14.1875,18.3,9.4,80.0,0.0,4.541666666666667,11.333333333333334,17.2,7.2,72.95833333333333,0.0,4.091666666666667,10.791666666666666,15.0,7.0,98.04166666666667,0.0,9.0875,23342.36805555556,26890.333333333332,20218.916666666668,2156.508470739212,2024,1,18,3,Thursday,18,0,23342.36805555556
2024-01-19,14.720833333333333,20.5,11.9,79.91666666666667,0.0,7.620833333333334,12.137500000000001,14.7,10.4,83.70833333333333,0.9,7.658333333333334,14.233333333333334,20.6,10.0,80.75,0.0,4.891666666666667,13.279166666666667,17.2,9.4,69.70833333333333,0.0,7.245833333333334,11.666666666666666,18.0,8.0,91.75,0.0,7.883333333333333,23566.79513888889,26619.25,20308.666666666668,1921.5515587939244,2024,1,19,4,Friday,19,0,23566.79513888889
2024-01-20,14.866666666666667,16.9,13.8,81.625,7.9,7.3625,13.450000000000001,14.8,12.5,89.75,11.4,15.133333333333333,15.029166666666667,21.1,13.9,86.375,7.9,7.058333333333334,14.579166666666666,16.7,12.8,78.75,10.6,16.133333333333333,14.25,18.0,12.0,85.91666666666667,1.6,10.625,22392.10763888889,25372.083333333332,19616.25,1767.6202691042797,2024,1,20,5,Saturday,20,1,22392.10763888889
2024-01-21,14.933333333333332,18.7,13.7,86.08333333333333,4.4,8.237499999999999,13.441666666666668,16.5,12.3,85.29166666666667,4.2,16.841666666666665,14.825000000000001,16.1,13.9,93.45833333333333,6.7,10.058333333333334,14.125,17.8,12.2,76.375,6.8,19.108333333333334,13.958333333333334,18.0,11.0,86.33333333333333,4.9,11.725,21023.826388888887,24889.916666666668,18761.583333333332,1950.3305851198716,2024,1,21,6,Sunday,21,1,21023.826388888887
2024-01-22,14.816666666666668,17.7,13.8,89.375,16.8,10.483333333333333,14.075000000000001,15.8,13.0,90.375,27.3,14.7125,15.462499999999999,16.7,14.4,90.625,22.2,14.625,15.004166666666668,17.2,13.3,81.70833333333333,30.599999999999998,14.733333333333334,13.458333333333334,17.0,12.0,87.95833333333333,31.5,12.295833333333334,23794.23263888889,27117.083333333332,19083.833333333332,2677.003821576692,2024,1,22,0,Monday,22,0,23794.23263888889
2024-01-23,13.566666666666668,18.8,8.8,87.125,2.5,8.170833333333333,13.229166666666666,15.0,11.6,87.95833333333333,0.0,11.258333333333333,15.241666666666667,17.2,13.3,90.875,6.8,11.245833333333332,14.483333333333334,17.8,12.8,79.375,1.0,9.895833333333334,13.0,16.0,11.0,96.08333333333333,1.1,10.0,22221.458333333332,26494.333333333332,19147.5,2396.1637710375408,2024,1,23,1,Tuesday,23,0,22221.458333333332
